Altium Designer Pick and Place Locations
C:\Onedrive\04_Development\01_Project\Active\08_ZYNQ-7000_SOM_Bd\Proj-ZYNQ-7000_SOM_Bd\Rev_A\01_HW\ZYNQ-7000 SOM Bd\Project Outputs for ZYNQ-7000 SOM Bd\Pick Place\Pick Place for ZYNQ-7000_SOM_Bd.csv

========================================================================================================================
File Design Information:

Date:       18-05-24
Time:       04:24
Revision:   Not in VersionControl
Variant:    No variations
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"U300","XC7Z010-1CLG400I","TopLayer","IC_SOC_XC7Z010-1CLG400I","40.9228","24.5772","0","Dual ARMＹ CortexＹ-A9 MPCoreＴ with CoreSightＴ System On Chip (SOC) IC ZynqＹ-7000 ArtixＴ-7 FPGA, 28K Logic Cells 766MHz 400-CSPBGA (17x17)"
"SW500","TS-1088-AR02016","TopLayer","SW_TS-1088-AR02016","56.2500","15.2500","180","NO 50mA 100M目 100000 Times 12V 160gf@▽50gf Brick nogging SPST SMD  Tactile Switches ROHS"
"SW401","DSHP04TS-S","TopLayer","SW_DSHP04TS-S","54.8500","40.0000","270","4Bit SPST 24V 25mA Black 3艨颻 Slide (Standard),鴀螤蒰 SMD-8P,5.4x6.7mm  DIP Switches ROHS"
"SW400","TS-1088-AR02016","TopLayer","SW_TS-1088-AR02016","63.7500","15.2500","0","NO 50mA 100M目 100000 Times 12V 160gf@▽50gf Brick nogging SPST SMD  Tactile Switches ROHS"
"R909","0R/1005","BottomLayer","RES_1005_(0402_inch)","58.7500","13.1900","270","RES_0R/1005/62.5mW"
"R908","0R/1005","BottomLayer","RES_1005_(0402_inch)","56.2500","13.1900","270","RES_0R/1005/62.5mW"
"R907","0R/1005","BottomLayer","RES_1005_(0402_inch)","55.0000","13.1900","270","RES_0R/1005/62.5mW"
"R906","0R/1005","BottomLayer","RES_1005_(0402_inch)","66.2500","13.1900","270","RES_0R/1005/62.5mW"
"R905","0R/1005","BottomLayer","RES_1005_(0402_inch)","63.7500","13.1900","270","RES_0R/1005/62.5mW"
"R904","0R/1005","BottomLayer","RES_1005_(0402_inch)","65.0000","13.1900","270","RES_0R/1005/62.5mW"
"R903","0R/1005","BottomLayer","RES_1005_(0402_inch)","62.5000","13.1900","270","RES_0R/1005/62.5mW"
"R902","0R/1005","BottomLayer","RES_1005_(0402_inch)","60.0000","13.1900","270","RES_0R/1005/62.5mW"
"R901","0R/1005","BottomLayer","RES_1005_(0402_inch)","57.5000","13.1900","270","RES_0R/1005/62.5mW"
"R900","0R/1005","BottomLayer","RES_1005_(0402_inch)","61.2500","13.1900","270","RES_0R/1005/62.5mW"
"R801","240R/1608","BottomLayer","RES_1608_(0603_inch)","16.4000","12.1000","0","RES_240R/1608/0.1W"
"R800","240R/1608","BottomLayer","RES_1608_(0603_inch)","15.1500","31.8000","0","RES_240R/1608/0.1W"
"R730","100K/1005","TopLayer","RES_1005_(0402_inch)","8.9500","38.1900","90","RES_100K/1005/62.5mW"
"R729","100R/1005","BottomLayer","RES_1005_(0402_inch)","36.5228","25.7372","90","RES_100R/1005/62.5mW"
"R728","1K/1005","TopLayer","RES_1005_(0402_inch)","4.7000","42.5000","180","RES_1K/1005/62.5mW"
"R727","100R/1005","BottomLayer","RES_1005_(0402_inch)","36.5228","28.1772","90","RES_100R/1005/62.5mW"
"R726","4.7K/1005","TopLayer","RES_1005_(0402_inch)","10.5600","36.2500","0","RES_4.7K/1005/62.5mW"
"R725","12K/1005","TopLayer","RES_1005_(0402_inch)","8.2000","36.2500","180","RES_12K/1005/62.5mW"
"R724","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","19.2500","39.5000","90","RES_49.9R/1005/62.5mW"
"R723","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","32.0000","180","RES_49.9R/1005/62.5mW"
"R722","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","35.7500","180","RES_49.9R/1005/62.5mW"
"R721","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","33.2500","180","RES_49.9R/1005/62.5mW"
"R720","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","30.7500","180","RES_49.9R/1005/62.5mW"
"R719","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","34.5000","180","RES_49.9R/1005/62.5mW"
"R718","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","10.5000","39.5000","90","RES_49.9R/1005/62.5mW"
"R717","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","28.2500","180","RES_49.9R/1005/62.5mW"
"R716","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","11.7500","39.5000","90","RES_49.9R/1005/62.5mW"
"R715","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","27.0000","180","RES_49.9R/1005/62.5mW"
"R714","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","13.0000","39.5000","90","RES_49.9R/1005/62.5mW"
"R713","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","25.7500","180","RES_49.9R/1005/62.5mW"
"R712","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","14.2500","39.5000","90","RES_49.9R/1005/62.5mW"
"R711","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","9.2500","39.5000","90","RES_49.9R/1005/62.5mW"
"R710","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","29.5000","180","RES_49.9R/1005/62.5mW"
"R709","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","8.0000","39.5000","90","RES_49.9R/1005/62.5mW"
"R708","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","38.2500","180","RES_49.9R/1005/62.5mW"
"R707","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","24.5000","180","RES_49.9R/1005/62.5mW"
"R706","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","15.5000","39.5000","90","RES_49.9R/1005/62.5mW"
"R705","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","37.0000","180","RES_49.9R/1005/62.5mW"
"R704","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","18.0000","39.5000","90","RES_49.9R/1005/62.5mW"
"R703","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","20.5000","39.5000","90","RES_49.9R/1005/62.5mW"
"R702","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","16.7500","39.5000","90","RES_49.9R/1005/62.5mW"
"R701","49.9R/1005","BottomLayer","RES_1005_(0402_inch)","4.9400","23.2500","180","RES_49.9R/1005/62.5mW"
"R700","100R/1005","BottomLayer","RES_1005_(0402_inch)","18.2500","31.8500","0","RES_100R/1005/62.5mW"
"R604","1K/1005","BottomLayer","RES_1005_(0402_inch)","42.1228","19.3772","180","RES_1K/1005/62.5mW"
"R603","470R/1005","BottomLayer","RES_1005_(0402_inch)","64.7500","20.2500","180","RES_470R/1005/62.5mW"
"R602","470R/1005","BottomLayer","RES_1005_(0402_inch)","61.3100","20.2500","180","RES_470R/1005/62.5mW"
"R601","470R/1005","BottomLayer","RES_1005_(0402_inch)","61.3100","21.5000","180","RES_470R/1005/62.5mW"
"R600","22R/1005","TopLayer","RES_1005_(0402_inch)","49.2500","34.6900","90","RES_22R/1005/62.5mW"
"R515","20K/1005","BottomLayer","RES_1005_(0402_inch)","33.5000","33.5000","180","RES_20K/1005/62.5mW"
"R514","20K/1005/NC","BottomLayer","RES_1005_(0402_inch)/NC","33.5000","32.2500","180","RES_20K/1005/62.5mW/NC"
"R513","20K/1005","BottomLayer","RES_1005_(0402_inch)","40.4400","32.2500","0","RES_20K/1005/62.5mW"
"R512","470R/1005","BottomLayer","RES_1005_(0402_inch)","61.3100","25.2500","180","RES_470R/1005/62.5mW"
"R511","20K/1005/NC","BottomLayer","RES_1005_(0402_inch)/NC","40.4400","33.5000","0","RES_20K/1005/62.5mW/NC"
"R510","470R/1005","BottomLayer","RES_1005_(0402_inch)","61.3100","22.7500","180","RES_470R/1005/62.5mW"
"R509","0R/1005/NC","BottomLayer","RES_1005_(0402_inch)/NC","44.4400","32.2500","0","RES_0R/1005/62.5mW/NC"
"R508","470R/1005","BottomLayer","RES_1005_(0402_inch)","61.3100","24.0000","180","RES_470R/1005/62.5mW"
"R505","4.7K/1005","BottomLayer","RES_1005_(0402_inch)","26.1500","38.0100","90","RES_4.7K/1005/62.5mW"
"R504","12K/1005","BottomLayer","RES_1005_(0402_inch)","57.5000","17.9400","90","RES_12K/1005/62.5mW"
"R502","22R/1005","TopLayer","RES_1005_(0402_inch)","37.3100","34.2500","0","RES_22R/1005/62.5mW"
"R501","12K/1005","BottomLayer","RES_1005_(0402_inch)","34.1800","39.9650","270","RES_12K/1005/62.5mW"
"R500","22R/1005","TopLayer","RES_1005_(0402_inch)","39.9400","34.2500","180","RES_22R/1005/62.5mW"
"R421","1K/1005","BottomLayer","RES_1005_(0402_inch)","53.3500","39.3650","180","RES_1K/1005/62.5mW"
"R420","1K/1005","BottomLayer","RES_1005_(0402_inch)","53.3500","40.6350","180","RES_1K/1005/62.5mW"
"R419","1K/1005","BottomLayer","RES_1005_(0402_inch)","53.3500","41.9050","180","RES_1K/1005/62.5mW"
"R418","1K/1608","BottomLayer","RES_1608_(0603_inch)","57.1000","36.1500","90","RES_1K/1608/0.1W"
"R417","1K/1608","BottomLayer","RES_1608_(0603_inch)","55.3500","39.0000","270","RES_1K/1608/0.1W"
"R416","20K/1005","BottomLayer","RES_1005_(0402_inch)","50.6000","39.3650","0","RES_20K/1005/62.5mW"
"R415","20K/1005","BottomLayer","RES_1005_(0402_inch)","50.6000","40.6350","0","RES_20K/1005/62.5mW"
"R414","20K/1005","BottomLayer","RES_1005_(0402_inch)","53.3500","36.8000","0","RES_20K/1005/62.5mW"
"R413","20K/1005","BottomLayer","RES_1005_(0402_inch)","53.3500","38.0950","0","RES_20K/1005/62.5mW"
"R412","20K/1005","BottomLayer","RES_1005_(0402_inch)","50.6000","41.9050","0","RES_20K/1005/62.5mW"
"R411","0R/1608/NC","BottomLayer","RES_1608_(0603_inch)/NC","55.3500","36.1500","270","0R/1608/0.1W/NC"
"R410","0R/1608/NC","BottomLayer","RES_1608_(0603_inch)/NC","57.1000","39.0000","90","0R/1608/0.1W/NC"
"R409","510R/1005","BottomLayer","RES_1005_(0402_inch)","64.5000","26.2500","180","RES_510R/1005/62.5mW"
"R408","22R/1005","TopLayer","RES_1005_(0402_inch)","59.4000","32.8000","0","RES_22R/1005/62.5mW"
"R407","22R/1005","TopLayer","RES_1005_(0402_inch)","59.4000","34.0000","0","RES_22R/1005/62.5mW"
"R406","22R/1005","TopLayer","RES_1005_(0402_inch)","59.4000","35.2000","0","RES_22R/1005/62.5mW"
"R405","22R/1005","TopLayer","RES_1005_(0402_inch)","59.4000","36.4000","0","RES_22R/1005/62.5mW"
"R404","4.7K/1005","BottomLayer","RES_1005_(0402_inch)","61.2500","17.9400","90","RES_4.7K/1005/62.5mW"
"R403","4.7K/1005","BottomLayer","RES_1005_(0402_inch)","40.7500","15.2500","180","RES_4.7K/1005/62.5mW"
"R402","4.7K/1005","BottomLayer","RES_1005_(0402_inch)","64.7500","21.5000","180","RES_4.7K/1005/62.5mW"
"R401","4.7K/1005","TopLayer","RES_1005_(0402_inch)","57.1600","34.5000","180","RES_4.7K/1005/62.5mW"
"R400","4.7K/1005","TopLayer","RES_1005_(0402_inch)","57.1600","35.7500","180","RES_4.7K/1005/62.5mW"
"Q400","2N7002","BottomLayer","SOT_23-3_(DIODES_INCORPORATED)","64.2500","23.7500","90","60V 115mA 200mW 7.5目@10V,500mA N Channel SOT-23  MOSFETs ROHS"
"LED600","RGB/2012","TopLayer","LED_MHT170RGBCT","64.2000","20.9000","180","Colorless transparence -30﹎~+85﹎ Positive post Common anode RGB 120﹉ 0805  Light Emitting Diodes (LED) ROHS"
"LED501","RGB/2012","TopLayer","LED_MHT170RGBCT","64.2000","23.5000","180","Colorless transparence -30﹎~+85﹎ Positive post Common anode RGB 120﹉ 0805  Light Emitting Diodes (LED) ROHS"
"LED400","GREEN/2012","TopLayer","LED_MHT170RGBCT_(GREEN)","64.2000","26.1000","180","Colorless transparence -30﹎~+85﹎ Positive post Common anode RGB 120﹉ 0805  Light Emitting Diodes (LED) ROHS"
"FB300","BLM15PX121SN1D","BottomLayer","FB_1005_(0402_inch)","36.0000","33.0000","90","55m目 ▽25% 120目@100MHz 0402  Ferrite Beads ROHS"
"ESD403","CG0402MLU-3.3G","BottomLayer","RES_1005_(0402_inch)","62.0000","32.6000","0","Varistor 1 Circuit Surface Mount, MLCV 0402 (1005 Metric)"
"ESD402","CG0402MLU-3.3G","BottomLayer","RES_1005_(0402_inch)","62.0000","33.8000","0","Varistor 1 Circuit Surface Mount, MLCV 0402 (1005 Metric)"
"ESD401","CG0402MLU-3.3G","BottomLayer","RES_1005_(0402_inch)","62.0000","35.0000","0","Varistor 1 Circuit Surface Mount, MLCV 0402 (1005 Metric)"
"ESD400","CG0402MLU-3.3G","BottomLayer","RES_1005_(0402_inch)","62.0000","36.2000","0","Varistor 1 Circuit Surface Mount, MLCV 0402 (1005 Metric)"
"CN900","EDGE-CONNECTOR_SODIMM-260P","TopLayer","CON_EDGE-CONNECTOR_DDR4-SODIMM-260P","34.8000","4.4250","0","EDGE-CONNECTOR_DDR4-SODIMM-260P"
"CN400","TC2070-IDC","TopLayer","CON_TC2070-IDC","64.4850","35.2900","90","TC2070 14-pin Plug-of-NailsＴ (with legs) to 14 pin 2mm female IDC connector."
"C914","10uF/25V/1608","BottomLayer","CAP_1608_(0603_INCH)","37.9000","10.4750","90","Ceramic CAP_10uF/25V/1608"
"C913","100nF/50V/1608","BottomLayer","CAP_1608_(0603_INCH)","39.6000","10.4750","90","Ceramic CAP_100nF/50V/1608"
"C911","10uF/25V/1608","BottomLayer","CAP_1608_(0603_INCH)","7.0750","10.8500","0","Ceramic CAP_10uF/25V/1608"
"C910","10uF/25V/1608","BottomLayer","CAP_1608_(0603_INCH)","42.0000","9.5000","180","Ceramic CAP_10uF/25V/1608"
"C909","10uF/25V/1608","BottomLayer","CAP_1608_(0603_INCH)","65.3250","9.1500","180","Ceramic CAP_10uF/25V/1608"
"C908","10uF/25V/1608","BottomLayer","CAP_1608_(0603_INCH)","3.9000","9.1500","180","Ceramic CAP_10uF/25V/1608"
"C907","100nF/50V/1608","BottomLayer","CAP_1608_(0603_INCH)","7.0750","9.1500","0","Ceramic CAP_100nF/50V/1608"
"C905","100nF/50V/1608","BottomLayer","CAP_1608_(0603_INCH)","42.0000","11.1750","180","Ceramic CAP_100nF/50V/1608"
"C903","100nF/50V/1608","BottomLayer","CAP_1608_(0603_INCH)","65.3250","10.8500","180","Ceramic CAP_100nF/50V/1608"
"C901","100nF/50V/1608","BottomLayer","CAP_1608_(0603_INCH)","3.8750","10.8500","180","Ceramic CAP_100nF/50V/1608"
"C847","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","19.8228","13.3272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C846","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","19.5228","18.5772","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C845","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","21.3978","19.7272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C844","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","21.4228","13.3272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C843","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","22.2228","18.9272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C842","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","23.8228","13.3272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C841","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","23.0228","19.7272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C840","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","25.0228","13.7172","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C839","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","24.6228","19.7272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C838","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","21.5000","20.7500","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C837","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","24.0000","20.7500","180","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C836","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","13.4228","13.3272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C835","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","13.4228","19.7272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C834","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","15.0128","13.3272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C833","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","15.0228","19.7272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C832","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.2128","14.1272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C831","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.2228","18.9272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C830","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","20.2228","14.5272","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C829","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","22.6228","13.7272","270","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C828","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","24.2228","18.5122","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C827","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.3000","12.1000","90","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C826","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","13.9000","12.3000","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C825","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","19.8228","19.7272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C824","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.2228","19.7272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C823","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","19.8228","29.6272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C822","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","19.4228","34.8772","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C821","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","21.4228","36.0272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C820","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","21.4228","29.6272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C819","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","22.2228","35.2272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C818","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","23.8228","29.6272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C817","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","23.0228","36.0272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C816","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","25.0228","30.0272","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C815","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","24.6228","36.0272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C814","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","23.5000","37.3000","180","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C813","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","21.5400","37.4000","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C812","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","13.4228","29.6272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C811","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","13.4228","36.0272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C810","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","15.0228","29.6272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C809","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","15.0228","36.0272","0","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C808","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.2228","30.4272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C807","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.2228","35.2272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C806","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","20.2228","30.8272","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C805","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","22.6228","30.0272","270","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C804","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","24.2228","34.8272","90","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C803","470nF/6.3V/0603","BottomLayer","CAP_0603_(0201_INCH)","15.0228","28.7000","0","6.3V 470nF X5R ▽10% 0201  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C802","4.7uF/10V/1005","BottomLayer","CAP_1005_(0402_INCH)","13.0728","28.5000","0","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C801","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","19.8228","36.0272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C800","47nF/16V/0603","BottomLayer","CAP_0603_(0201_INCH)","18.2228","36.0272","180","16V 47nF X5R ▽10% 0201 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
"C719","4.7uF/10V/1005","TopLayer","CAP_1005_(0402_INCH)","1.5000","37.1900","270","10V 4.7uF X5R ▽20% 0402  Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS"
